Date,AirportName,PercentOfBaseline
2020-10-02,John F. Kennedy International,87.0
2020-10-02,LaGuardia,66.0
2020-10-02,Los Angeles International,79.0
2020-10-02,McCarran International,50.0
2020-10-02,Miami International,66.0
2020-10-02,Newark Liberty International,100.0
2020-10-02,San Francisco International,64.0
2020-10-02,Seattle-Tacoma International,72.0
2020-10-02,Washington Dulles International,62.0
2020-10-03,Boston Logan International,67.0
2020-10-03,Charlotte Douglas International,67.0
2020-10-03,Chicago OHare International,72.0
2020-10-03,Dallas/Fort Worth International,70.0
2020-10-03,Daniel K. Inouye International,98.0
2020-10-03,Denver International,59.0
2020-10-03,Detroit Metropolitan Wayne County,51.0
2020-10-03,Hartsfield-Jackson Atlanta International,58.0
2020-10-03,John F. Kennedy International,67.0
2020-10-03,LaGuardia,78.0
2020-10-03,Los Angeles International,75.0
2020-10-03,McCarran International,27.0
2020-10-03,Miami International,41.0
2020-10-03,Newark Liberty International,100.0
2020-10-03,San Francisco International,60.0
2020-10-03,Seattle-Tacoma International,55.0
2020-10-03,Washington Dulles International,50.0
2020-10-04,Boston Logan International,68.0
2020-10-04,Charlotte Douglas International,69.0
2020-10-04,Chicago OHare International,60.0
2020-10-04,Dallas/Fort Worth International,86.0
2020-10-04,Daniel K. Inouye International,100.0
2020-10-04,Denver International,49.0
2020-10-04,Detroit Metropolitan Wayne County,47.0
2020-10-04,Hartsfield-Jackson Atlanta International,62.0
2020-10-04,John F. Kennedy International,79.0
2020-10-04,LaGuardia,49.0
2020-10-04,Los Angeles International,71.0
2020-10-04,McCarran International,25.0
2020-10-04,Miami International,53.0
2020-10-04,Newark Liberty International,100.0
2020-10-04,San Francisco International,43.0
2020-10-04,Seattle-Tacoma International,43.0
2020-10-04,Washington Dulles International,57.0
2020-10-05,Boston Logan International,66.0
2020-10-05,Charlotte Douglas International,80.0
2020-10-05,Chicago OHare International,75.0
2020-10-05,Dallas/Fort Worth International,95.0
2020-10-05,Daniel K. Inouye International,100.0
2020-10-05,Denver International,70.0
2020-10-05,Detroit Metropolitan Wayne County,45.0
2020-10-05,Hartsfield-Jackson Atlanta International,60.0
2020-10-05,John F. Kennedy International,93.0
2020-10-05,LaGuardia,70.0
2020-10-05,Los Angeles International,78.0
2020-10-05,McCarran International,57.0
2020-10-05,Miami International,78.0
2020-10-05,Newark Liberty International,100.0
2020-10-05,San Francisco International,51.0
2020-10-05,Seattle-Tacoma International,79.0
2020-10-05,Washington Dulles International,73.0
2020-10-06,Boston Logan International,65.0
2020-10-06,Charlotte Douglas International,79.0
2020-10-06,Chicago OHare International,77.0
2020-10-06,Dallas/Fort Worth International,97.0
2020-10-06,Daniel K. Inouye International,91.0
2020-10-06,Denver International,66.0
2020-10-06,Detroit Metropolitan Wayne County,51.0
2020-10-06,Hartsfield-Jackson Atlanta International,66.0
2020-10-06,John F. Kennedy International,91.0
2020-10-06,LaGuardia,69.0
2020-10-06,Los Angeles International,78.0
2020-10-06,McCarran International,58.0
2020-10-06,Miami International,72.0
2020-10-06,Newark Liberty International,100.0
2020-10-06,San Francisco International,67.0
2020-10-06,Seattle-Tacoma International,71.0
2020-10-06,Washington Dulles International,66.0
2020-10-07,Boston Logan International,75.0
2020-10-07,Charlotte Douglas International,86.0
2020-10-07,Chicago OHare International,81.0
2020-10-07,Dallas/Fort Worth International,100.0
2020-10-07,Daniel K. Inouye International,92.0
2020-10-07,Denver International,73.0
2020-10-07,Detroit Metropolitan Wayne County,60.0
2020-10-07,Hartsfield-Jackson Atlanta International,70.0
2020-10-07,John F. Kennedy International,86.0
2020-10-07,LaGuardia,64.0
2020-10-07,Los Angeles International,74.0
2020-10-07,McCarran International,76.0
2020-10-07,Miami International,71.0
2020-10-07,Newark Liberty International,100.0
2020-10-07,San Francisco International,60.0
2020-10-07,Seattle-Tacoma International,75.0
2020-10-07,Washington Dulles International,65.0
2020-10-08,Boston Logan International,61.0
2020-10-08,Charlotte Douglas International,88.0
2020-10-08,Chicago OHare International,76.0
2020-10-08,Dallas/Fort Worth International,91.0
2020-10-08,Daniel K. Inouye International,100.0
2020-10-08,Denver International,71.0
2020-10-08,Detroit Metropolitan Wayne County,50.0
2020-10-08,Hartsfield-Jackson Atlanta International,68.0
2020-10-08,John F. Kennedy International,87.0
2020-10-08,LaGuardia,69.0
2020-10-08,Los Angeles International,81.0
2020-10-08,McCarran International,62.0
2020-10-08,Miami International,64.0
2020-10-08,Newark Liberty International,100.0
2020-10-08,San Francisco International,50.0
2020-10-08,Seattle-Tacoma International,76.0
2020-10-08,Washington Dulles International,70.0
2020-10-09,Boston Logan International,65.0
2020-10-09,Charlotte Douglas International,80.0
2020-10-09,Chicago OHare International,78.0
2020-10-09,Dallas/Fort Worth International,96.0
2020-10-09,Daniel K. Inouye International,94.0
2020-10-09,Denver International,79.0
2020-10-09,Detroit Metropolitan Wayne County,48.0
2020-10-09,Hartsfield-Jackson Atlanta International,67.0
2020-10-09,John F. Kennedy International,85.0
2020-10-09,LaGuardia,74.0
2020-10-09,Los Angeles International,77.0
2020-10-09,McCarran International,51.0
2020-10-09,Miami International,75.0
2020-10-09,Newark Liberty International,100.0
2020-10-09,San Francisco International,48.0
2020-10-09,Seattle-Tacoma International,70.0
2020-10-09,Washington Dulles International,67.0
2020-10-10,Boston Logan International,63.0
2020-10-10,Charlotte Douglas International,52.0
2020-10-10,Chicago OHare International,63.0
2020-10-10,Dallas/Fort Worth International,80.0
2020-10-10,Daniel K. Inouye International,84.0
2020-10-10,Denver International,49.0
2020-10-10,Detroit Metropolitan Wayne County,57.0
2020-10-10,Hartsfield-Jackson Atlanta International,64.0
2020-10-10,John F. Kennedy International,63.0
2020-10-10,LaGuardia,95.0
2020-10-10,Los Angeles International,72.0
2020-10-10,McCarran International,24.0
2020-10-10,Miami International,53.0
2020-10-10,Newark Liberty International,100.0
2020-10-10,San Francisco International,43.0
2020-10-10,Seattle-Tacoma International,43.0
2020-10-10,Washington Dulles International,52.0
2020-10-11,Boston Logan International,65.0
2020-10-11,Charlotte Douglas International,56.0
2020-10-11,Chicago OHare International,57.0
2020-10-11,Dallas/Fort Worth International,79.0
2020-10-11,Daniel K. Inouye International,82.0
2020-10-11,Denver International,55.0
2020-10-11,Detroit Metropolitan Wayne County,47.0
2020-10-11,Hartsfield-Jackson Atlanta International,66.0
2020-10-11,John F. Kennedy International,75.0
2020-10-11,LaGuardia,50.0
2020-10-11,Los Angeles International,70.0
2020-10-11,McCarran International,31.0
2020-10-11,Miami International,54.0
2020-10-11,Newark Liberty International,100.0
2020-10-11,San Francisco International,45.0
2020-10-11,Seattle-Tacoma International,57.0
2020-10-11,Washington Dulles International,66.0
2020-10-12,Boston Logan International,51.0
2020-10-12,Charlotte Douglas International,77.0
2020-10-12,Chicago OHare International,68.0
2020-10-12,Dallas/Fort Worth International,96.0
2020-10-12,Daniel K. Inouye International,86.0
2020-10-12,Denver International,69.0
2020-10-12,Detroit Metropolitan Wayne County,52.0
2020-10-12,Hartsfield-Jackson Atlanta International,57.0
2020-10-12,John F. Kennedy International,38.0
2020-10-12,LaGuardia,47.0
2020-10-12,Los Angeles International,79.0
2020-10-12,McCarran International,43.0
2020-10-12,Miami International,83.0
2020-10-12,Newark Liberty International,83.0
2020-10-12,San Francisco International,39.0
2020-10-12,Seattle-Tacoma International,67.0
2020-10-12,Washington Dulles International,69.0
2020-10-13,Boston Logan International,68.0
2020-10-13,Charlotte Douglas International,82.0
2020-10-13,Chicago OHare International,80.0
2020-10-13,Dallas/Fort Worth International,91.0
2020-10-13,Daniel K. Inouye International,90.0
2020-10-13,Denver International,64.0
2020-10-13,Detroit Metropolitan Wayne County,57.0
2020-10-13,Hartsfield-Jackson Atlanta International,68.0
2020-10-13,John F. Kennedy International,85.0
2020-10-13,LaGuardia,67.0
2020-10-13,Los Angeles International,83.0
2020-10-13,McCarran International,49.0
2020-10-13,Miami International,74.0
2020-10-13,Newark Liberty International,100.0
2020-10-13,San Francisco International,46.0
2020-10-13,Seattle-Tacoma International,81.0
2020-10-13,Washington Dulles International,67.0
2020-10-14,Boston Logan International,76.0
2020-10-14,Charlotte Douglas International,81.0
2020-10-14,Chicago OHare International,83.0
2020-10-14,Dallas/Fort Worth International,100.0
2020-10-14,Daniel K. Inouye International,80.0
2020-10-14,Denver International,64.0
2020-10-14,Detroit Metropolitan Wayne County,48.0
2020-10-14,Hartsfield-Jackson Atlanta International,71.0
2020-10-14,John F. Kennedy International,93.0
2020-10-14,LaGuardia,68.0
2020-10-14,Los Angeles International,77.0
2020-10-14,McCarran International,57.0
2020-10-14,Miami International,74.0
2020-10-14,Newark Liberty International,100.0
2020-10-14,San Francisco International,55.0
2020-10-14,Seattle-Tacoma International,76.0
2020-10-14,Washington Dulles International,74.0
2020-10-15,Boston Logan International,64.0
2020-10-15,Charlotte Douglas International,79.0
2020-10-15,Chicago OHare International,84.0
2020-10-15,Dallas/Fort Worth International,93.0
2020-10-15,Daniel K. Inouye International,77.0
2020-10-15,Denver International,64.0
2020-10-15,Detroit Metropolitan Wayne County,56.0
2020-10-15,Hartsfield-Jackson Atlanta International,67.0
2020-10-15,John F. Kennedy International,92.0
2020-10-15,LaGuardia,64.0
2020-10-15,Los Angeles International,81.0
2020-10-15,McCarran International,49.0
2020-10-15,Miami International,73.0
2020-10-15,Newark Liberty International,100.0
2020-10-15,San Francisco International,51.0
2020-10-15,Seattle-Tacoma International,74.0
2020-10-15,Washington Dulles International,63.0
2020-10-16,Boston Logan International,68.0
2020-10-16,Charlotte Douglas International,76.0
2020-10-16,Chicago OHare International,78.0
2020-10-16,Dallas/Fort Worth International,99.0
2020-10-16,Daniel K. Inouye International,88.0
2020-10-16,Denver International,75.0
2020-10-16,Detroit Metropolitan Wayne County,59.0
2020-10-16,Hartsfield-Jackson Atlanta International,66.0
2020-10-16,John F. Kennedy International,79.0
2020-10-16,LaGuardia,56.0
2020-10-16,Los Angeles International,80.0
2020-10-16,McCarran International,34.0
2020-10-16,Miami International,76.0
2020-10-16,Newark Liberty International,100.0
2020-10-16,San Francisco International,51.0
2020-10-16,Seattle-Tacoma International,72.0
2020-10-16,Washington Dulles International,58.0
2020-10-17,Boston Logan International,67.0
2020-10-17,Charlotte Douglas International,52.0
2020-10-17,Chicago OHare International,76.0
2020-10-17,Dallas/Fort Worth International,84.0
2020-10-17,Daniel K. Inouye International,81.0
2020-10-17,Denver International,51.0
2020-10-17,Detroit Metropolitan Wayne County,54.0
2020-10-17,Hartsfield-Jackson Atlanta International,66.0
2020-10-17,John F. Kennedy International,69.0
2020-10-17,LaGuardia,92.0
2020-10-17,Los Angeles International,77.0
2020-10-17,McCarran International,23.0
2020-10-17,Miami International,57.0
2020-10-17,Newark Liberty International,100.0
2020-10-17,San Francisco International,41.0
2020-10-17,Seattle-Tacoma International,42.0
2020-10-17,Washington Dulles International,50.0
2020-10-18,Boston Logan International,59.0
2020-10-18,Charlotte Douglas International,57.0
2020-10-18,Chicago OHare International,64.0
2020-10-18,Dallas/Fort Worth International,73.0
2020-10-18,Daniel K. Inouye International,93.0
2020-10-18,Denver International,44.0
2020-10-18,Detroit Metropolitan Wayne County,40.0
2020-10-18,Hartsfield-Jackson Atlanta International,64.0
2020-10-18,John F. Kennedy International,78.0
2020-10-18,LaGuardia,43.0
2020-10-18,Los Angeles International,79.0
2020-10-18,McCarran International,22.0
2020-10-18,Miami International,66.0
2020-10-18,Newark Liberty International,100.0
2020-10-18,San Francisco International,41.0
2020-10-18,Seattle-Tacoma International,56.0
2020-10-18,Washington Dulles International,70.0
2020-10-19,Boston Logan International,71.0
2020-10-19,Charlotte Douglas International,77.0
2020-10-19,Chicago OHare International,84.0
2020-10-19,Dallas/Fort Worth International,97.0
2020-10-19,Daniel K. Inouye International,92.0
2020-10-19,Denver International,69.0
2020-10-19,Detroit Metropolitan Wayne County,47.0
2020-10-19,Hartsfield-Jackson Atlanta International,72.0
2020-10-19,John F. Kennedy International,86.0
2020-10-19,LaGuardia,75.0
2020-10-19,Los Angeles International,81.0
2020-10-19,McCarran International,60.0
2020-10-19,Miami International,84.0
2020-10-19,Newark Liberty International,100.0
2020-10-19,San Francisco International,42.0
2020-10-19,Seattle-Tacoma International,73.0
2020-10-19,Washington Dulles International,71.0
2020-10-20,Boston Logan International,92.0
2020-10-20,Charlotte Douglas International,87.0
2020-10-20,Chicago OHare International,81.0
2020-10-20,Dallas/Fort Worth International,97.0
2020-10-20,Daniel K. Inouye International,93.0
2020-10-20,Denver International,71.0
2020-10-20,Detroit Metropolitan Wayne County,55.0
2020-10-20,Hartsfield-Jackson Atlanta International,65.0
2020-10-20,John F. Kennedy International,87.0
2020-10-20,LaGuardia,66.0
2020-10-20,Los Angeles International,83.0
2020-10-20,McCarran International,58.0
2020-10-20,Miami International,85.0
2020-10-20,Newark Liberty International,100.0
2020-10-20,San Francisco International,54.0
2020-10-20,Seattle-Tacoma International,84.0
2020-10-20,Washington Dulles International,73.0
2020-10-21,Boston Logan International,87.0
2020-10-21,Charlotte Douglas International,89.0
2020-10-21,Chicago OHare International,77.0
2020-10-21,Dallas/Fort Worth International,100.0
2020-10-21,Daniel K. Inouye International,89.0
2020-10-21,Denver International,73.0
2020-10-21,Detroit Metropolitan Wayne County,54.0
2020-10-21,Hartsfield-Jackson Atlanta International,64.0
2020-10-21,John F. Kennedy International,87.0
2020-10-21,LaGuardia,73.0
2020-10-21,Los Angeles International,83.0
2020-10-21,McCarran International,54.0
2020-10-21,Miami International,68.0
2020-10-21,Newark Liberty International,98.0
2020-10-21,San Francisco International,50.0
2020-10-21,Seattle-Tacoma International,77.0
2020-10-21,Washington Dulles International,72.0
2020-10-22,Boston Logan International,87.0
2020-10-22,Charlotte Douglas International,87.0
2020-10-22,Chicago OHare International,88.0
2020-10-22,Dallas/Fort Worth International,98.0
2020-10-22,Daniel K. Inouye International,95.0
2020-10-22,Denver International,70.0
2020-10-22,Detroit Metropolitan Wayne County,50.0
2020-10-22,Hartsfield-Jackson Atlanta International,70.0
2020-10-22,John F. Kennedy International,89.0
2020-10-22,LaGuardia,67.0
2020-10-22,Los Angeles International,88.0
2020-10-22,McCarran International,55.0
2020-10-22,Miami International,71.0
2020-10-22,Newark Liberty International,100.0
2020-10-22,San Francisco International,50.0
2020-10-22,Seattle-Tacoma International,73.0
2020-10-22,Washington Dulles International,61.0
2020-10-23,Boston Logan International,66.0
2020-10-23,Charlotte Douglas International,84.0
2020-10-23,Chicago OHare International,75.0
2020-10-23,Dallas/Fort Worth International,80.0
2020-10-23,Daniel K. Inouye International,97.0
2020-10-23,Denver International,73.0
2020-10-23,Detroit Metropolitan Wayne County,58.0
2020-10-23,Hartsfield-Jackson Atlanta International,71.0
2020-10-23,John F. Kennedy International,81.0
2020-10-23,LaGuardia,69.0
2020-10-23,Los Angeles International,85.0
2020-10-23,McCarran International,47.0
2020-10-23,Miami International,72.0
2020-10-23,Newark Liberty International,100.0
2020-10-23,San Francisco International,51.0
2020-10-23,Seattle-Tacoma International,70.0
2020-10-23,Washington Dulles International,67.0
2020-10-24,Boston Logan International,61.0
2020-10-24,Charlotte Douglas International,66.0
2020-10-24,Chicago OHare International,74.0
2020-10-24,Dallas/Fort Worth International,78.0
2020-10-24,Daniel K. Inouye International,79.0
2020-10-24,Denver International,61.0
2020-10-24,Detroit Metropolitan Wayne County,60.0
2020-10-24,Hartsfield-Jackson Atlanta International,66.0
2020-10-24,John F. Kennedy International,72.0
2020-10-24,LaGuardia,75.0
2020-10-24,Los Angeles International,80.0
2020-10-24,McCarran International,32.0
2020-10-24,Miami International,51.0
2020-10-24,Newark Liberty International,94.0
2020-10-24,San Francisco International,50.0
2020-10-24,Seattle-Tacoma International,51.0
2020-10-24,Washington Dulles International,48.0
2020-10-25,Boston Logan International,65.0
2020-10-25,Charlotte Douglas International,46.0
2020-10-25,Chicago OHare International,65.0
2020-10-25,Dallas/Fort Worth International,96.0
2020-10-25,Daniel K. Inouye International,90.0
2020-10-25,Denver International,45.0
2020-10-25,Detroit Metropolitan Wayne County,53.0
2020-10-25,Hartsfield-Jackson Atlanta International,61.0
2020-10-25,John F. Kennedy International,78.0
2020-10-25,LaGuardia,50.0
2020-10-25,Los Angeles International,82.0
2020-10-25,McCarran International,23.0
2020-10-25,Miami International,60.0
2020-10-25,Newark Liberty International,100.0
2020-10-25,San Francisco International,39.0
2020-10-25,Seattle-Tacoma International,57.0
2020-10-25,Washington Dulles International,63.0
2020-10-26,Boston Logan International,67.0
2020-10-26,Charlotte Douglas International,88.0
2020-10-26,Chicago OHare International,78.0
2020-10-26,Dallas/Fort Worth International,88.0
2020-10-26,Daniel K. Inouye International,91.0
2020-10-26,Denver International,44.0
2020-10-26,Detroit Metropolitan Wayne County,50.0
2020-10-26,Hartsfield-Jackson Atlanta International,68.0
2020-10-26,John F. Kennedy International,89.0
2020-10-26,LaGuardia,72.0
2020-10-26,Los Angeles International,84.0
2020-10-26,McCarran International,56.0
2020-10-26,Miami International,82.0
2020-10-26,Newark Liberty International,100.0
2020-10-26,San Francisco International,48.0
2020-10-26,Seattle-Tacoma International,66.0
2020-10-26,Washington Dulles International,63.0
2020-10-27,Boston Logan International,66.0
2020-10-27,Charlotte Douglas International,72.0
2020-10-27,Chicago OHare International,79.0
2020-10-27,Dallas/Fort Worth International,85.0
2020-10-27,Daniel K. Inouye International,88.0
2020-10-27,Denver International,61.0
2020-10-27,Detroit Metropolitan Wayne County,57.0
2020-10-27,Hartsfield-Jackson Atlanta International,66.0
2020-10-27,John F. Kennedy International,93.0
2020-10-27,LaGuardia,58.0
2020-10-27,Los Angeles International,86.0
2020-10-27,McCarran International,57.0
2020-10-27,Miami International,78.0
2020-10-27,Newark Liberty International,100.0
2020-10-27,San Francisco International,52.0
2020-10-27,Seattle-Tacoma International,75.0
2020-10-27,Washington Dulles International,68.0
2020-10-28,Boston Logan International,68.0
2020-10-28,Charlotte Douglas International,88.0
2020-10-28,Chicago OHare International,87.0
2020-10-28,Dallas/Fort Worth International,98.0
2020-10-28,Daniel K. Inouye International,79.0
2020-10-28,Denver International,69.0
2020-10-28,Detroit Metropolitan Wayne County,55.0
2020-10-28,Hartsfield-Jackson Atlanta International,70.0
2020-10-28,John F. Kennedy International,91.0
2020-10-28,LaGuardia,69.0
2020-10-28,Los Angeles International,81.0
2020-10-28,McCarran International,60.0
2020-10-28,Miami International,77.0
2020-10-28,Newark Liberty International,97.0
2020-10-28,San Francisco International,57.0
2020-10-28,Seattle-Tacoma International,81.0
2020-10-28,Washington Dulles International,67.0
2020-10-29,Boston Logan International,61.0
2020-10-29,Charlotte Douglas International,73.0
2020-10-29,Chicago OHare International,89.0
2020-10-29,Dallas/Fort Worth International,93.0
2020-10-29,Daniel K. Inouye International,84.0
2020-10-29,Denver International,66.0
2020-10-29,Detroit Metropolitan Wayne County,46.0
2020-10-29,Hartsfield-Jackson Atlanta International,63.0
2020-10-29,John F. Kennedy International,84.0
2020-10-29,LaGuardia,57.0
2020-10-29,Los Angeles International,83.0
2020-10-29,McCarran International,51.0
2020-10-29,Miami International,74.0
2020-10-29,Newark Liberty International,100.0
2020-10-29,San Francisco International,56.0
2020-10-29,Seattle-Tacoma International,63.0
2020-10-29,Washington Dulles International,56.0
2020-10-30,Boston Logan International,54.0
2020-10-30,Charlotte Douglas International,94.0
2020-10-30,Chicago OHare International,80.0
2020-10-30,Dallas/Fort Worth International,92.0
2020-10-30,Daniel K. Inouye International,86.0
2020-10-30,Denver International,73.0
2020-10-30,Detroit Metropolitan Wayne County,54.0
2020-10-30,Hartsfield-Jackson Atlanta International,64.0
2020-10-30,John F. Kennedy International,83.0
2020-10-30,LaGuardia,50.0
2020-10-30,Los Angeles International,82.0
2020-10-30,McCarran International,31.0
2020-10-30,Miami International,76.0
2020-10-30,Newark Liberty International,100.0
2020-10-30,San Francisco International,53.0
2020-10-30,Seattle-Tacoma International,63.0
2020-10-30,Washington Dulles International,56.0
2020-10-31,Boston Logan International,67.0
2020-10-31,Charlotte Douglas International,65.0
2020-10-31,Chicago OHare International,71.0
2020-10-31,Dallas/Fort Worth International,85.0
2020-10-31,Daniel K. Inouye International,74.0
2020-10-31,Denver International,53.0
2020-10-31,Detroit Metropolitan Wayne County,44.0
2020-10-31,Hartsfield-Jackson Atlanta International,70.0
2020-10-31,John F. Kennedy International,75.0
2020-10-31,LaGuardia,59.0
2020-10-31,Los Angeles International,78.0
2020-10-31,McCarran International,29.0
2020-10-31,Miami International,49.0
2020-10-31,Newark Liberty International,96.0
2020-10-31,San Francisco International,42.0
2020-10-31,Seattle-Tacoma International,56.0
2020-10-31,Washington Dulles International,50.0
2020-11-01,Boston Logan International,61.0
2020-11-01,Charlotte Douglas International,51.0
2020-11-01,Chicago OHare International,66.0
2020-11-01,Dallas/Fort Worth International,79.0
2020-11-01,Daniel K. Inouye International,90.0
2020-11-01,Denver International,52.0
2020-11-01,Detroit Metropolitan Wayne County,42.0
2020-11-01,Hartsfield-Jackson Atlanta International,62.0
2020-11-01,John F. Kennedy International,89.0
2020-11-01,LaGuardia,41.0
2020-11-01,Los Angeles International,71.0
2020-11-01,McCarran International,20.0
2020-11-01,Miami International,61.0
2020-11-01,Newark Liberty International,100.0
2020-11-01,San Francisco International,37.0
2020-11-01,Seattle-Tacoma International,53.0
2020-11-01,Washington Dulles International,51.0
2020-11-02,Boston Logan International,74.0
2020-11-02,Charlotte Douglas International,88.0
2020-11-02,Chicago OHare International,79.0
2020-11-02,Dallas/Fort Worth International,95.0
2020-11-02,Daniel K. Inouye International,96.0
2020-11-02,Denver International,59.0
2020-11-02,Detroit Metropolitan Wayne County,48.0
2020-11-02,Hartsfield-Jackson Atlanta International,62.0
2020-11-02,John F. Kennedy International,84.0
2020-11-02,LaGuardia,71.0
2020-11-02,Los Angeles International,80.0
2020-11-02,McCarran International,50.0
2020-11-02,Miami International,83.0
2020-11-02,Newark Liberty International,100.0
2020-11-02,San Francisco International,44.0
2020-11-02,Seattle-Tacoma International,60.0
2020-11-02,Washington Dulles International,62.0
2020-11-03,Boston Logan International,66.0
2020-11-03,Charlotte Douglas International,75.0
2020-11-03,Chicago OHare International,84.0
2020-11-03,Dallas/Fort Worth International,100.0
2020-11-03,Daniel K. Inouye International,84.0
2020-11-03,Denver International,64.0
2020-11-03,Detroit Metropolitan Wayne County,50.0
2020-11-03,Hartsfield-Jackson Atlanta International,63.0
2020-11-03,John F. Kennedy International,64.0
2020-11-03,LaGuardia,66.0
2020-11-03,Los Angeles International,80.0
2020-11-03,McCarran International,50.0
2020-11-03,Miami International,67.0
2020-11-03,Newark Liberty International,97.0
2020-11-03,San Francisco International,49.0
2020-11-03,Seattle-Tacoma International,75.0
2020-11-03,Washington Dulles International,69.0
2020-11-04,Boston Logan International,63.0
2020-11-04,Charlotte Douglas International,88.0
2020-11-04,Chicago OHare International,83.0
2020-11-04,Dallas/Fort Worth International,100.0
2020-11-04,Daniel K. Inouye International,85.0
2020-11-04,Denver International,64.0
2020-11-04,Detroit Metropolitan Wayne County,46.0
2020-11-04,Hartsfield-Jackson Atlanta International,63.0
2020-11-04,John F. Kennedy International,88.0
2020-11-04,LaGuardia,64.0
2020-11-04,Los Angeles International,82.0
2020-11-04,McCarran International,54.0
2020-11-04,Miami International,69.0
2020-11-04,Newark Liberty International,100.0
2020-11-04,San Francisco International,40.0
2020-11-04,Seattle-Tacoma International,64.0
2020-11-04,Washington Dulles International,60.0
2020-11-05,Boston Logan International,62.0
2020-11-05,Charlotte Douglas International,89.0
2020-11-05,Chicago OHare International,80.0
2020-11-05,Dallas/Fort Worth International,91.0
2020-11-05,Daniel K. Inouye International,84.0
2020-11-05,Denver International,70.0
2020-11-05,Detroit Metropolitan Wayne County,48.0
2020-11-05,Hartsfield-Jackson Atlanta International,70.0
2020-11-05,John F. Kennedy International,88.0
2020-11-05,LaGuardia,72.0
2020-11-05,Los Angeles International,86.0
2020-11-05,McCarran International,52.0
2020-11-05,Miami International,70.0
2020-11-05,Newark Liberty International,100.0
2020-11-05,San Francisco International,43.0
2020-11-05,Seattle-Tacoma International,69.0
2020-11-05,Washington Dulles International,67.0
2020-11-06,Boston Logan International,74.0
2020-11-06,Charlotte Douglas International,72.0
2020-11-06,Chicago OHare International,77.0
2020-11-06,Dallas/Fort Worth International,93.0
2020-11-06,Daniel K. Inouye International,89.0
2020-11-06,Denver International,69.0
2020-11-06,Detroit Metropolitan Wayne County,47.0
2020-11-06,Hartsfield-Jackson Atlanta International,72.0
2020-11-06,John F. Kennedy International,82.0
2020-11-06,LaGuardia,70.0
2020-11-06,Los Angeles International,87.0
2020-11-06,McCarran International,46.0
2020-11-06,Miami International,73.0
2020-11-06,Newark Liberty International,100.0
2020-11-06,San Francisco International,43.0
2020-11-06,Seattle-Tacoma International,65.0
2020-11-06,Washington Dulles International,51.0
2020-11-07,Boston Logan International,71.0
2020-11-07,Charlotte Douglas International,68.0
2020-11-07,Chicago OHare International,75.0
2020-11-07,Dallas/Fort Worth International,99.0
2020-11-07,Daniel K. Inouye International,78.0
2020-11-07,Denver International,51.0
2020-11-07,Detroit Metropolitan Wayne County,42.0
2020-11-07,Hartsfield-Jackson Atlanta International,65.0
2020-11-07,John F. Kennedy International,78.0
2020-11-07,LaGuardia,73.0
2020-11-07,Los Angeles International,81.0
2020-11-07,McCarran International,39.0
2020-11-07,Miami International,53.0
2020-11-07,Newark Liberty International,100.0
2020-11-07,San Francisco International,42.0
2020-11-07,Seattle-Tacoma International,52.0
2020-11-07,Washington Dulles International,56.0
2020-11-08,Boston Logan International,68.0
2020-11-08,Charlotte Douglas International,66.0
2020-11-08,Chicago OHare International,75.0
2020-11-08,Dallas/Fort Worth International,68.0
2020-11-08,Daniel K. Inouye International,90.0
2020-11-08,Denver International,52.0
2020-11-08,Detroit Metropolitan Wayne County,42.0
2020-11-08,Hartsfield-Jackson Atlanta International,54.0
2020-11-08,John F. Kennedy International,87.0
2020-11-08,LaGuardia,48.0
2020-11-08,Los Angeles International,77.0
2020-11-08,McCarran International,25.0
2020-11-08,Miami International,62.0
2020-11-08,Newark Liberty International,100.0
2020-11-08,San Francisco International,49.0
2020-11-08,Seattle-Tacoma International,41.0
2020-11-08,Washington Dulles International,55.0
2020-11-09,Boston Logan International,64.0
2020-11-09,Charlotte Douglas International,79.0
2020-11-09,Chicago OHare International,77.0
2020-11-09,Dallas/Fort Worth International,100.0
2020-11-09,Daniel K. Inouye International,93.0
2020-11-09,Denver International,61.0
2020-11-09,Detroit Metropolitan Wayne County,50.0
2020-11-09,Hartsfield-Jackson Atlanta International,66.0
2020-11-09,John F. Kennedy International,87.0
2020-11-09,LaGuardia,77.0
2020-11-09,Los Angeles International,78.0
2020-11-09,McCarran International,50.0
2020-11-09,Miami International,40.0
2020-11-09,Newark Liberty International,100.0
2020-11-09,San Francisco International,44.0
2020-11-09,Seattle-Tacoma International,65.0
2020-11-09,Washington Dulles International,72.0
2020-11-10,Boston Logan International,60.0
2020-11-10,Charlotte Douglas International,84.0
2020-11-10,Chicago OHare International,90.0
2020-11-10,Dallas/Fort Worth International,100.0
2020-11-10,Daniel K. Inouye International,86.0
2020-11-10,Denver International,58.0
2020-11-10,Detroit Metropolitan Wayne County,52.0
2020-11-10,Hartsfield-Jackson Atlanta International,66.0
2020-11-10,John F. Kennedy International,90.0
2020-11-10,LaGuardia,55.0
2020-11-10,Los Angeles International,88.0
2020-11-10,McCarran International,47.0
2020-11-10,Miami International,80.0
2020-11-10,Newark Liberty International,100.0
2020-11-10,San Francisco International,51.0
2020-11-10,Seattle-Tacoma International,74.0
2020-11-10,Washington Dulles International,76.0
2020-11-11,Boston Logan International,56.0
2020-11-11,Charlotte Douglas International,63.0
2020-11-11,Chicago OHare International,78.0
